nbSyll;pron;origin;warning;remarques;POS;lineId;pageId;sizePron;motVedette;hwd;pronSampa;ipa
2;consʹĭſt;L.;;;v.;31.0;57;8;consist;consist;k @ n s I s t;kənsɪst
3;consĭʹſtĕnce;;;;n.;32.0;57;12;consistence;consistence;k @ n s I s t @ n s;kənsɪstəns
3;consĭʹſtent;;;;a.;33.0;57;11;consistent;consistent;k @ n s I s t @ n t;kənsɪstənt
5;consĭſtōʹrĭal;;;;a.;34.0;57;13;consistorial;;;
4;cŏnsĭʹſtŏry;;;;n.;35.0;57;11;consistory;;;
5;cŏnfŏlāʹtion;L.;;;n.;36.0;57;12;confolation;;;
2;confŏʹle;F.;;;v.;37.0;57;8;confole;;;
4;consŏʹlĭdāte;L.;;;v.;38.0;57;12;consolidate;consolidate;k @ n s A l i d eI t;kənsɑlideIt
3;cŏʹnsŏnănce;L.;;;n.;39.0;57;11;consonance;;;
3;cŏʹnsŏnănt;;;;n.;40.0;57;10;consonant;consonant;k A n s @ n @ n t;kɑnsənənt
2;cŏʹnsŏrt;F.;;;n.;41.0;57;8;consort;consort;k @ n s O: r\ t;kənsOːɹt
4;conſpĭʹcū_o_us;L.;;;n.;42.0;57;14;conspicuous;conspicuous;k @ n s p I k j u @ s;kənspɪkjuəs
4;cŏnſpĭʹrăcy;;;;n.;43.0;57;11;conspiracy;conspiracy;k @ n s p I r\ @ s i:;kənspɪɹəsiː
4;cŏnſpĭʹrător;;;;n.;44.0;57;12;conspirator;conspirator;k @ n s p I r\ @ 4 3:r;kənspɪɹəɾɜ:r
2;cŏnſpīʹre;L.;;;v.;45.0;57;9;conspire;conspire;k @ n s p aI 3:r;kənspaIɜ:r
3;cŏʹnſtable;F.;;;n.;46.0;57;10;constable;constable;k A n s t @ b @ l;kɑnstəbəl
3;cŏʹnſtăncy;L.;;;n.;47.0;57;10;constancy;constancy;k A n s t @ n s i:;kɑnstənsiː
2;cŏʹnſtănt;L.;;;a.;48.0;57;9;constant;constant;k A n s t @ n t;kɑnstənt
5;conſtĕllāʹtĭon;;;;n.;49.0;57;14;constellation;constellation;k A n s t @ l eI S @ n;kɑnstəleIʃən
5;cŏnſtĕrnāʹtion;F.;;;n.;50.0;57;14;consternation;consternation;k A n s t 3:r n eI S @ n;kɑnstɜ:rneIʃən
3;cŏʹnſtĭpāte;L.;;;v.;51.0;57;11;constipate;constipate;k A n s t @ p eI t;kɑnstəpeIt
4;conſtĭʹtūĕnt;;;;a.;52.0;57;12;constituent;constituent;k @ n s t I tS u @ n t;kənstɪtSuənt
3;cŏʹnſtĭtūte;L.;;;v.;53.0;57;11;constitute;constitute;k A n s t @ t u t;kɑnstətut
5;conſtĭtūʹtion;;;;n.;54.0;57;13;constitution;constitution;k A n s t @ t u S @ n;kɑnstətuʃən
2;conſtraiʹn;L.;;;v.;55.0;57;10;constrain;constrain;k @ n s t r\ eI n;kənstɹeIn
2;conſtraiʹnt;;;;n.;56.0;57;11;constraint;constraint;k @ n s t r\ eI n t;kənstɹeInt
4;conſtrĭʹction;L.;;;n.;57.0;57;13;constriction;constriction;k @ n s t r\ I k S @ n;kənstɹɪkʃən
4;conſtrŭʹction;F.;;;n.;58.0;57;13;construction;construction;k @ n s t r\ V k S @ n;kənstɹʌkʃən
2;cŏʹnſtrūe;L.;;;v.;59.0;57;9;construe;construe;k @ n s t r\ u;kənstɹu
5;cŏnsŭbſtăʹntial;F.;;;a.;60.0;57;15;consubstantial;;;
7;consŭbſtăntiāʹtion;;;;n.;61.0;57;18;consubstantiation;;;
2;cŏnſŭʹl;L.;;;n.;62.0;57;7;consul;consul;k A n s @ l;kɑnsəl
2;cŏnſŭʹlt;L.;;;v.;63.0;57;8;consult;consult;k @ n s V l t;kənsʌlt
2;cŏnsūʹme;L.;;;v.;64.0;57;8;consume;consume;k @ n s u m;kənsum
3;cŏnsŭʹmmāte;;;;a.;65.0;57;11;consummate;consummate;k A n s @ m @ t;kɑnsəmət
5;consŭmmāʹtĭon;;;;n.;66.0;57;13;consummation;consummation;k A n s @ m eI S @ n;kɑnsəmeIʃən
4;consŭʹm_p_tion;F.;;;n.;67.0;57;14;consumption;consumption;k @ n s V m p S @ n;kənsʌmpʃən
3;cŏnfŭʹm_p_tive;;;;a.;68.0;57;14;confumptive;;;
2;cŏʹntăct;L.;;;n.;69.0;57;8;contact;contact;k A n t { k t;kɑntækt
4;contāʹgion;F.;;;n.;70.0;57;10;contagion;contagion;k @ n t eI dZ @ n;kənteIdZən
4;cŏntāʹgĭ_o_us;;;;a.;71.0;57;13;contagious;contagious;k @ n t eI dZ @ s;kənteIdZəs
2;contaiʹn;;;;v.;72.0;57;8;contain;contain;k @ n t eI n;kənteIn
4;contăʹmĭnāte;L.;;;v.;2.0;58;12;contaminate;contaminate;k @ n t { m @ n eI t;kəntæməneIt
2;cŏntĕʹm_n_;L.;;;v.;3.0;58;10;contemn;;;
3;contĕʹmplāte;L.;;;v.;4.0;58;12;contemplate;contemplate;k A n t @ m p l eI t;kɑntəmpleIt
5;contĕmplaʹtion;L.;;;n.;5.0;58;14;contemplation;contemplation;k A n t @ m p l eI S @ n;kɑntəmpleIʃən
4;cŏntĕʹmplătive;;;;a.;6.0;58;14;contemplative;contemplative;k @ n t E m p l @ 4 i v;kəntɛmpləɾiv
5;contĕʹmpŏrăry;;;;n.;7.0;58;13;contemporary;contemporary;k @ n t E m p 3:r E r\ i:;kəntɛmpɜ:rɛɹiː
2;contĕʹmpt;L.;;;v.;8.0;58;9;contempt;contempt;k @ n t E m p t;kəntɛmpt
4;contĕʹmptĭble;L.;;;a.;9.0;58;13;contemptible;contemptible;k @ n t E m p t @ b @ l;kəntɛmptəbəl
4;contĕʹmptību_o_us;L.;;;a.;10.0;58;17;contemptibuous;;;
2;contĕʹnd;L.;;;v.;11.0;58;8;contend;contend;k @ n t E n d;kəntɛnd
2;contĕʹnt;;;;v.;12.0;58;8;content;content;k A n t E n t;kɑntɛnt
3;contĕʹntment;;;;n.;13.0;58;12;contentment;contentment;k @ n t E n t m @ n t;kəntɛntmənt
4;contĕʹntion;L.;;;n.;14.0;58;11;contention;contention;k @ n t E n S @ n;kəntɛnʃən
4;contĕʹnti_o_us;;;;a.;15.0;58;14;contentious;contentious;k @ n t E n S @ s;kəntɛnʃəs
2;contĕʹnts;L.;;;n.;16.0;58;9;contents;contents;k A n t E n t s;kɑntɛnts
2;cŏʹnteſt;F.;;;n.;17.0;58;8;contest;contest;k A n t E s t;kɑntɛst
2;cŏʹntĕxt;L.;;;n.;18.0;58;8;context;context;k A n t E k s t;kɑntɛkst
2;cŏntĕʹxtūre;L.;;;n.;19.0;58;11;contexture;;;
4;cŏntĭʹgū_o_us;L.;;;a.;20.0;58;13;contiguous;contiguous;k @ n t I g j u @ s;kəntɪgjuəs
3;cŏʹntĭnence;;;;n.;21.0;58;11;continence;;;
3;cŏʹntĭnent;L.;;;a.;22.0;58;10;continent;continent;k A n t @ n @ n t;kɑntənənt
3;contĭʹngent;F.;;;a.;23.0;58;11;contingent;contingent;k @ n t I n dZ @ n t;kəntɪndZənt
4;contĭʹnūal;;;;a.;24.0;58;10;continual;continual;k @ n t I n j u @ l;kəntɪnjuəl
3;cŏntĭʹnūe;F.;;;v.;25.0;58;9;continue;continue;k @ n t I n j u;kəntɪnju
4;contĭʹnūed;;;;a.;26.0;58;10;continued;continued;k @ n t I n j u d;kəntɪnjud
5;continūʹĭty;F.;;;n.;27.0;58;11;continuity;continuity;k A n t @ n u @ 4 i:;kɑntənuəɾiː
4;contŏʹrſion;F.;;;n.;28.0;58;11;contorsion;;;
2;contȯu̇ʹr;F.;;;n.;29.0;58;9;contouor;;;
3;cŏʹntrăbănd;F.;;;a.;30.0;58;11;contraband;contraband;k A n t r\ @ b { n d;kɑntɹəbænd
2;cŏntrăʹct;F.;;;n.;31.0;58;9;contract;contract;k A n t r\ { k t;kɑntɹækt
4;cŏntrăʹction;F.;;;n.;32.0;58;12;contraction;contraction;k @ n t r\ { k S @ n;kəntɹækʃən
3;cŏntrādiʹct;L.;;;v.;33.0;58;11;contradict;contradict;k A n t r\ @ d I k t;kɑntɹədɪkt
5;contrādĭʹction;;;;n.;34.0;58;14;contradiction;contradiction;k A n t r\ @ d I k S @ n;kɑntɹədɪkʃən
5;contrādĭʹctŏry;;;;a.;35.0;58;14;contradictory;contradictory;k A n t r\ @ d I k t 3:r i:;kɑntɹədɪktɜ:riː
6;contrādĭstiʹnction;L.;;;n.;36.0;58;18;contradistinction;contradistinction;k A n t r\ @ d i s t I N k S @ n;kɑntɹədistɪŋkʃən
4;contrāfĭʹſsūre;L.;;;n.;37.0;58;14;contrafissure;;;
3;cŏʹntrăry;L.;;;a.;38.0;58;9;contrary;contrary;k A n t r\ E r\ i:;kɑntɹɛɹiː
2;cŏʹntrăſt;L.;;;n.;39.0;58;9;contrast;contrast;k A n t r\ { s t;kɑntɹæst
6;cŏntrāvăllāvʹtion;;;;n.;40.0;58;17;contravallavtion;;;
5;contrāvĕʹntion;F.;;;n.;41.0;58;14;contravention;contravention;k A n t r\ @ v E n tS @ n;kɑntɹəvɛntSən
3;contrĭʹbūte;L.;;;v.;42.0;58;11;contribute;contribute;k @ n t r\ I b j u t;kəntɹɪbjut
5;contrĭbūʹtion;L.;;;n.;43.0;58;13;contribution;contribution;k A n t r\ @ b j u S @ n;kɑntɹəbjuʃən
2;cŏʹntrīte;F.;;;v.;44.0;58;9;contrite;contrite;k @ n t r\ aI t;kəntɹaIt
4;contrĭʹtion;;;;n.;45.0;58;11;contrition;contrition;k @ n t r\ I S @ n;kəntɹɪʃən
3;contrīʹvănce;F.;;;n.;46.0;58;12;contrivance;contrivance;k @ n t r\ aI v @ n s;kəntɹaIvəns
2;contrīʹve;F.;;;v.;47.0;58;9;contrive;contrive;k @ n t r\ aI v;kəntɹaIv
2;contrŏʹl;L.;;;v.;48.0;58;8;control;control;k @ n t r\ @U l;kəntɹoʊl
3;contrŏʹller or comptrollĕr;;;;n.;49.0;58;26;controller or comptroller;;;
5;contrŏvĕʹrsĭal;;;;a.;50.0;58;14;controversial;controversial;k A n t r\ @ v 3:r S @ l;kɑntɹəvɜ:rʃəl
4;coʹntrŏvĕrſy;L.;;;n.;51.0;58;12;controversy;controversy;k A n t r\ @ v 3:r s i:;kɑntɹəvɜ:rsiː
3;cŏʹntrŏvĕrt;;;;v.;52.0;58;11;controvert;;;
5;contūmāʹcĭ_o_us;L.;;;a.;53.0;58;15;contumacious;;;
4;cŏʹntūmacy;L.;;;n.;54.0;58;10;contumacy;;;
5;contūmēʹlĭo_u_s;L.;;;a.;55.0;58;15;contumelious;;;
4;cŏʹntūmely;L.;;;n.;56.0;58;10;contumely;;;
4;contūʹsion;L.;;;n.;57.0;58;10;contusion;contusion;k @ n t u Z @ n;kəntuʒən
2;convēʹne;L.;;;v.;58.0;58;8;convene;convene;k @ n v i: n;kənviːn
4;convĕʹnĭĕnce;;;;n.;59.0;58;12;convenience;convenience;k @ n v i: n j @ n s;kənviːnjəns
4;cŏnvĕʹnĭĕnt;L.;;;a.;60.0;58;11;convenient;convenient;k @ n v i: n j @ n t;kənviːnjənt
2;cŏʹnvent;F.;;;n.;61.0;58;8;convent;convent;k A n v @ n t;kɑnvənt
4;cŏnvĕʹntĭcle;L.;;;n.;62.0;58;12;conventicle;;;
4;convĕʹntion;L.;;;n.;63.0;58;11;convention;convention;k @ n v E n S @ n;kənvɛnʃən
4;convĕʹrgent;L.;;;a.;64.0;58;11;convergent;convergent;k @ n v 3:r dZ @ n t;kənvɜ:rdZənt
4;convĕʹrſable;;;;a.;65.0;58;12;conversable;;;
3;convĕʹrſant;L.;;;a.;66.0;58;11;conversant;conversant;k @ n v 3:r s @ n t;kənvɜ:rsənt
5;convĕrsaʹtion;F.;;;n.;67.0;58;13;conversation;conversation;k A n v 3:r s eI S @ n;kɑnvɜ:rseIʃən
2;cŏʹnvĕrſe;L.;;;n.;68.0;58;9;converse;converse;k A n v 3:r s;kɑnvɜ:rs
4;cŏnvĕʹrsion;;;;n.;69.0;58;11;conversion;conversion;k @ n v 3:r Z @ n;kənvɜ:rʒən
2;cŏʹnvert;;;;n.;70.0;58;8;convert;convert;k A n v 3:r t;kɑnvɜ:rt
4;cŏnvĕʹrtĭble;;;;a.;71.0;58;12;convertible;convertible;k @ n v 3:r 4 @ b @ l;kənvɜ:rɾəbəl
2;cŏʹnvĕx;L.;;;a.;72.0;58;7;convex;convex;k @ n v E k s;kənvɛks
4;convĕʹxĭty;L.;;;n.;2.0;59;10;convexity;;;
2;cŏnveʹy;F.;;;v.;3.0;59;7;convey;convey;k @ n v eI;kənveI
3;conveʹyănce;F.;;;n.;4.0;59;11;conveyance;conveyance;k @ n v eI @ n s;kənveIəns
4;conveʹyĕncer;;;;n.;5.0;59;12;conveyencer;;;
2;cŏʹnvĭct;L.;;;n.;6.0;59;8;convict;convict;k A n v i k t;kɑnvikt
4;cŏnvĭʹction;L.;;;n.;7.0;59;11;conviction;conviction;k @ n v I k S @ n;kənvɪkʃən
2;cŏnvĭʹnce;L.;;;v.;8.0;59;9;convince;convince;k @ n v I n s;kənvɪns
3;conŭʹndrŭm;;;;n.;9.0;59;10;conundrum;conundrum;k @ n V n d r\ @ m;kənʌndɹəm
5;cŏnvŏcāʹtion;L.;;;n.;10.0;59;12;convocation;convocation;k A n v @ k eI S @ n;kɑnvəkeIʃən
2;cŏnvŏʹke;L.;;;v.;11.0;59;8;convoke;;;
2;coʹnvoy;F.;;;n.;12.0;59;7;convoy;convoy;k A n v OI;kɑnvOI
4;cŏnvŭʹlſion;L.;;;n.;13.0;59;11;convulsion;convulsion;k @ n v V l S @ n;kənvʌlʃən
1;coo;;;;v.;14.0;59;3;coo;coo;k u;ku
1;cook;;;;n.;15.0;59;4;cook;cook;k U k;kʊk
3;coоʹk_e_ry;;;;n.;16.0;59;10;cookery;;;
1;cool;;;;v.;17.0;59;4;cool;cool;k u l;kul
2;cooʹler;;;;n.;18.0;59;7;cooler;cooler;k u l 3:r;kulɜ:r
1;coom;;;;n.;19.0;59;4;coom;;;
1;coom_b_;;;;n.;20.0;59;7;coomb;;;
1;coop;;;;n.;21.0;59;4;coop;coop;k u p;kup
2;coоpʹ_e_r;;;;n.;22.0;59;9;cooper;cooper;k u p 3:r;kupɜ:r
4;cō-ŏʹpĕʹrāte;F.;;;v.;23.0;59;12;co-operate;;;
4;cō-ŏʹrdĭnāte;L.;;;a.;24.0;59;12;co-ordinate;;;
1;coot;;;;n.;25.0;59;4;coot;coot;k u t;kut
3;cōpăʹrtner;;;;n.;26.0;59;10;copartner;copartner;k @U p A r\ t n 3:r;koʊpɑɹtnɜ:r
1;cōpe;;;;n.;27.0;59;4;cope;cope;k @U p;koʊp
4;cŏpĕʹrnĭcan;;;;n.;28.0;59;11;copernican;copernican;k @ p 3:r n @ k @ n;kəpɜ:rnəkən
3;cōʹpĭ_o_us;L.;;;a.;29.0;59;10;copious;copious;k @U p i: @ s;koʊpiːəs
3;cŏʹpĭĕſt;L.;;;n.;30.0;59;8;copiest;;;
2;cŏʹpp_e_l;;;;n.;31.0;59;9;coppel;coppel;k A p @ l;kɑpəl
2;cŏʹpp_e_r;;;;n.;32.0;59;9;copper;copper;k A p 3:r;kɑpɜ:r
3;cŏʹppĕras;;;;n.;33.0;59;9;copperas;;;
2;cŏʹppĭce;;;;n.;34.0;59;8;coppice;;;
5;cŏpŭlāʹtion;L.;;;n.;35.0;59;11;copulation;;;
2;cŏʹpy;F.;;;n.;36.0;59;5;copy;copy;k A p i:;kɑpiː
3;cŏʹpyhold;;;;n.;37.0;59;9;copyhold;;;
2;cŏqueʹt;F.;;;n.;38.0;59;7;coquet;;;
3;cŏʹrăcle;;;;n.;39.0;59;8;coracle;coracle;k O: r\ @ k @ l;kOːɹəkəl
2;cŏʹral;F.;;;n.;40.0;59;6;coral;coral;k O: r\ @ l;kOːɹəl
1;cord;F.;;;n.;41.0;59;4;cord;cord;k O: r\ d;kOːɹd
2;cŏʹrdage;;;;n.;42.0;59;8;cordage;cordage;k O: r\ 4 @ dZ;kOːɹɾədZ
3;cŏrdĕlieʹrs;F.;;;n.;43.0;59;11;cordeliers;;;
3;cŏʹrdĭal;F.;;;n.;44.0;59;8;cordial;cordial;k O: r\ dZ @ l;kOːɹdZəl
3;coʹrdwainer;F.;;;n.;45.0;59;11;cordwainer;;;
1;cōre;L.;;;n.;46.0;59;4;core;core;k O: r\;kOːɹ
4;cŏrĭaʹnd_e_r;G.;;;n.;47.0;59;12;coriander;coriander;k O: r\ i: { n d 3:r;kOːɹiːændɜ:r
4;cŏrĭʹnthĭan;;;;a.;48.0;59;11;corinthian;corinthian;k 3:r I n T i: @ n;kɜ:rɪnθiːən
1;cork;;;;n.;49.0;59;4;cork;cork;k O: r\ k;kOːɹk
3;cŏʹrmŏrănt;F.;;;n.;50.0;59;10;cormorant;cormorant;k O: r\ m 3:r @ n t;kOːɹmɜ:rənt
1;corn;;;;n.;51.0;59;4;corn;corn;k O: r\ n;kOːɹn
4;cŏrnēʹlĭan;;;;n.;52.0;59;10;cornelian;;;
2;cŏʹrner;;;;n.;53.0;59;7;corner;corner;k O: r\ n 3:r;kOːɹnɜ:r
2;cŏʹrnet;F.;;;n.;54.0;59;7;cornet;cornet;k O: r\ n E t;kOːɹnɛt
2;cŏʹrnĭce;F.;;;n.;55.0;59;8;cornice;;;
4;cŏrnĭʹgĕr_o_us;L.;;;a.;56.0;59;14;cornigerous;;;
2;cŏrnūʹte;L.;;;n.;57.0;59;8;cornute;;;
4;cŏrŏʹllăry;L.;;;n.;58.0;59;10;corollary;corollary;k O: r\ @ l E r\ i:;kOːɹəlɛɹiː
3;cŏrōʹnā;L.;;;n.;59.0;59;7;corona;corona;k 3:r @U n @;kɜ:roʊnə
5;cŏrŏnāʹtion;L.;;;n.;60.0;59;11;coronation;coronation;k O: r\ @ n eI S @ n;kOːɹəneIʃən
3;cŏʹrŏner;;;;n.;61.0;59;8;coroner;coroner;k O: r\ @ n 3:r;kOːɹənɜ:r
3;cŏʹrŏnet;;;;n.;62.0;59;8;coronet;coronet;k O: r\ @ n E t;kOːɹənɛt
3;cŏʹrpŏral;F.;;;a.;63.0;59;9;corporal;corporal;k O: r\ p 3:r @ l;kOːɹpɜ:rəl
5;cŏrpŏraʹtion;L.;;;n.;64.0;59;12;corporation;corporation;k O: r\ p 3:r eI S @ n;kOːɹpɜ:reIʃən
4;cŏrpōʹre˙a˙l;;;;a.;65.0;59;12;corporeal;;;
1;corps;F.;;;n.;66.0;59;5;corps;corps;k O: r\;kOːɹ
4;cŏʹrpūlĕncy;L.;;;n.;67.0;59;11;corpulency;;;
3;cŏʹrpūlent;;;;a.;68.0;59;10;corpulent;corpulent;k O: r\ p j @ l @ n t;kOːɹpjələnt
3;cŏʹrpŭſcl_e_s;L.;;;n.;69.0;59;13;corpuscles;corpuscles;k O: r\ p V s @ l z;kOːɹpʌsəlz
2;cŏrrĕct;L.;nbSyll>1 et pas d'accent tonic;;v.;70.0;59;7;correct;correct;k 3:r E k t;kɜ:rɛkt
4;cŏrrĕʹction;;;;n.;71.0;59;11;correction;correction;k 3:r E k S @ n;kɜ:rɛkʃən
3;cŏrrĕʹctor;;;;n.;72.0;59;10;corrector;;;
3;cŏrrĕſpoʹnd;F.;;;v.;73.0;59;11;correspond;correspond;k O: r\ @ s p A n d;kOːɹəspɑnd
4;cŏrrĕſpŏʹndĕnce;F.;;;n.;2.0;60;15;correspondence;correspondence;k O: r\ @ s p A n d @ n s;kOːɹəspɑndəns
4;cŏrrĕſpŏʹndent;;;;a.;3.0;60;14;correspondent;correspondent;k O: r\ @ s p A n d @ n t;kOːɹəspɑndənt
3;cŏʹrridor;F.;;;n.;4.0;60;9;corridor;corridor;k O: r\ @ 4 3:r;kOːɹəɾɜ:r
4;cŏʹrrĭgĭble;L.;;;a.;5.0;60;11;corrigible;;;
4;cŏrrŏʹbŏrāte;L.;;;v.;6.0;60;12;corroborate;corroborate;k 3:r A b 3:r eI t;kɜ:rɑbɜ:reIt
2;cŏrrōʹde;L.;;;v.;7.0;60;8;corrode;corrode;k 3:r @U d;kɜ:roʊd
3;cŏrrŏʹſive;;;;a.;8.0;60;10;corrosive;corrosive;k 3:r @U s i v;kɜ:roʊsiv
3;cŏʹrrūgāte;L.;;;v.;9.0;60;10;corrugate;corrugate;k O: r\ @ g eI t;kOːɹəgeIt
2;cŏrruʹpt;L.;;;v.;10.0;60;8;corrupt;corrupt;k 3:r V p t;kɜ:rʌpt
4;corrŭʹption;L.;;;n.;11.0;60;11;corruption;corruption;k 3:r V p S @ n;kɜ:rʌpʃən
2;cŏrſaiʹr;F.;;;n.;12.0;60;8;corsair;corsair;k O: r\ s E r\;kOːɹsɛɹ
1;corſe;F.;;;n.;13.0;60;5;corse;corse;k O: r\ s;kOːɹs
2;cŏʹrſlet;F.;;;n.;14.0;60;8;corslet;;;
5;cŏrŭſcāʹtion;L.;;;n.;15.0;60;12;coruscation;;;
3;cŏſmĕʹtics;G.;;;n.;16.0;60;10;cosmetics;cosmetics;k A z m E 4 i k s;kɑzmɛɾiks
4;cŏſmŏʹgrăphy;G.;;;n.;17.0;60;12;cosmography;;;
2;cŏʹſſet;;;;n.;18.0;60;7;cosset;cosset;k A s @ t;kɑsət
1;coſt;L.;;;n.;19.0;60;4;cost;cost;k A s t;kɑst
4;cŏʹstărdmŏnger;;;;n.;20.0;60;14;costardmonger;;;
3;cŏʹstĭv_e_neſs;;;;n.;21.0;60;14;costiveness;;;
3;cŏʹſtlĭneſs;;;;n.;22.0;60;11;costliness;;;
5;cōtĕʹmpŏrary;F.;;;a.;23.0;60;12;cotemporary;;;
2;cŏʹttage;;;;n.;24.0;60;8;cottage;cottage;k A 4 @ dZ;kɑɾədZ
3;cŏʹttăger;;;;n.;25.0;60;9;cottager;;;
2;cŏʹtt_o_n;F.;;;n.;26.0;60;9;cotton;cotton;k A t @ n;kɑtən
1;cȯu̇ch;F.;;;n.;27.0;60;6;couoch;;;
1;cove;;;;n.;28.0;60;4;cove;cove;k @U v;koʊv
3;cŏʹvĕnant;F.;;;n.;29.0;60;9;covenant;covenant;k V v @ n @ n t;kʌvənənt
2;cŏʹver;;;;n.;30.0;60;6;cover;cover;k V v 3:r;kʌvɜ:r
3;cŏʹvĕrlet;;;;n.;31.0;60;9;coverlet;;;
2;cŏʹvert;F.;;;n.;32.0;60;7;covert;covert;k @U v 3:r t;koʊvɜ:rt
3;cŏʹvĕrtly;;;;p.;33.0;60;9;covertly;covertly;k V v 3:r t l i:;kʌvɜ:rtliː
2;cŏʹvet;;;;v.;34.0;60;6;covet;covet;k V v @ t;kʌvət
3;cŏʹvĕtous;;;;a.;35.0;60;9;covetous;;;
2;cŏʹvin;;;;n.;36.0;60;6;covin;covin;k @U v i n;koʊvin
1;cough (coff);;;Aide à la {pron}.;n.;37.0;60;12;cough coff;;;
2;cȯu̇ʹncil;F.;;;n.;38.0;60;9;couoncil;;;
2;cȯu̇nſel;;nbSyll>1 et pas d'accent tonic;;n.;39.0;60;8;couonsel;;;
3;cȯu̇ʹnsĕllor;;;;n.;40.0;60;12;couonsellor;;;
1;cȯu̇nt;F.;;;n.;41.0;60;6;couont;;;
3;cȯu̇ʹntĕnănce;F.;;;n.;42.0;60;13;couontenance;;;
2;cȯu̇ʹnt_e_r;F.;;;n.;43.0;60;11;couonter;;;
3;cȯu̇ʹnt_e_rſ_e_ĭt;F.;;;n.;44.0;60;17;couonterseit;;;
3;cȯu̇nt_e_rmăʹnd;F.;;;v.;45.0;60;15;couontermand;;;
3;cȯu̇nt_e_rmūʹre;;;;n.;46.0;60;15;couontermure;;;
3;cȯu̇ʹnt_e_rpain;;;;n.;47.0;60;15;couonterpain;;;
3;cȯu̇nt_e_rpoiʹſe;F.;;;v.;48.0;60;16;couonterpoise;;;
3;cȯu̇ʹnterſcărp;;;;n.;49.0;60;14;couonterscarp;;;
3;cȯu̇ʹnt_e_rvail;;;;n.;50.0;60;15;couontervail;;;
2;cȯu̇ʹntĕſs;;;;n.;51.0;60;10;couontess;;;
2;c_o_ŭʹntry;F.;;;n.;52.0;60;10;country;country;k V n t r\ i:;kʌntɹiː
2;cȯu̇ʹnty;;;;n.;53.0;60;8;couonty;;;
2;c_o_ŭʹple;F.;;;n.;54.0;60;9;couple;couple;k V p @ l;kʌpəl
2;c_o_ŭʹplet;;;;n.;55.0;60;10;couplet;;;
2;c_o_ŭʹrage;F.;;;n.;56.0;60;10;courage;courage;k 3:r @ dZ;kɜ:rədZ
4;c_o_ŭrāʹgē_o_us;;;;a.;57.0;60;15;courageous;courageous;k 3:r eI dZ @ s;kɜ:reIdZəs
3;c_o_ŭʹrĭer;F.;;;n.;58.0;60;10;courier;courier;k 3:r i: 3:r;kɜ:riːɜ:r
1;cō_u_rſe;L.;;;n.;59.0;60;8;course;course;k O: r\ s;kOːɹs
2;cō_u_rfer;;nbSyll>1 et pas d'accent tonic;;n.;60.0;60;9;courfer;;;
2;cōʹ_u_rſes;;;;n.;61.0;60;10;courses;courses;k O: r\ s @ z;kOːɹsəz
1;cȯu̇nt;F.;;;n.;62.0;60;6;couont;;;
3;coʹ_u_rtē_o_us;F.;;;a.;63.0;60;14;courteous;courteous;k 3:r 4 i: @ s;kɜ:rɾiːəs
3;c_o_ŭʹrteſan;F.;;;n.;64.0;60;12;courtesan;;;
3;c_o_ŭʹrtĕſy;F.;;;n.;65.0;60;11;courtesy;courtesy;k 3:r 4 @ s i:;kɜ:rɾəsiː
3;coʹ_u_rtĭer;;;;n.;66.0;60;11;courtier;courtier;k O: r\ 4 i: 3:r;kOːɹɾiːɜ:r
2;coʹ_u_rtſhip;;;;n.;67.0;60;12;courtship;courtship;k O: r\ tS I p;kOːɹtSɪp
2;cŏ_u_ʹſin;F.;;;n.;68.0;60;9;cousin;cousin;k V z @ n;kʌzən
2;cŏʹvy;F.;;;n.;69.0;60;5;covy;covy;k V v i:;kʌviː
1;cȯẇ;;;;n.;70.0;60;3;cow;cow;k aU;kaU
2;cȯʹẇărd;F.;;;n.;71.0;60;7;coward;coward;k aU 3:r d;kaUɜ:rd
3;cȯʹẇărdīce;;;;n.;72.0;60;10;cowardice;cowardice;k aU 3:r 4 @ s;kaUɜ:rɾəs
2;cȯʹẇhĕrd;;;;n.;73.0;60;8;cowherd;cowherd;k aU h 3:r d;kaUhɜ:rd
1;cȯẇl;;;;n.;2.0;61;4;cowl;cowl;k aU l;kaUl
1;cȯẇr;;;;v.;3.0;61;4;cowr;;;
2;cȯʹẇflip;;;;n.;4.0;61;8;cowflip;;;
2;cŏʹxcōm_b_;;;;n.;5.0;61;10;coxcomb;;;
1;coy;;;;a.;6.0;61;3;coy;coy;k OI;kOI
2;cŏʹzen;;;;v.;7.0;61;6;cozen;;;
3;cŏʹzĕnage;;;;n.;8.0;61;9;cozenage;;;
1;crăb;;;;n.;9.0;61;4;crab;crab;k r\ { b;kɹæb
1;crăck;F.;;;n.;10.0;61;5;crack;crack;k r\ { k;kɹæk
3;crăʹckbrained;;;;n.;11.0;61;13;crackbrained;;;
2;crăʹck_e_r;;;;n.;12.0;61;10;cracker;cracker;k r\ { k 3:r;kɹækɜ:r
2;crăʹcknĕls;F.;;;n.;13.0;61;10;cracknels;;;
2;crāʹdle;;;;n.;14.0;61;7;cradle;cradle;k r\ eI 4 @ l;kɹeIɾəl
1;crăft;;;;n.;15.0;61;5;craft;craft;k r\ { f t;kɹæft
2;crăʹfty;;;;a.;16.0;61;7;crafty;crafty;k r\ { f t i:;kɹæftiː
1;crăg;;;;n.;17.0;61;4;crag;;;
2;crăʹggy;;;;a.;18.0;61;7;craggy;craggy;k r\ { g i:;kɹægiː
